application_id,company_id,forecast_year,projected_revenue,projected_employees,projected_free_cash_flow,projected_debt
APP-00935,CO-00935,2,3497039.38,22,-54343.99,1656284.08
APP-00935,CO-00935,3,3784146.31,22,-56989.24,1500884.5
APP-00935,CO-00935,4,4094824.72,22,-59702.54,1345484.93
APP-00935,CO-00935,5,4431009.83,22,-62477.24,1190085.35
APP-00936,CO-00936,1,4506815.32,18,486285.37,907239.63
APP-00936,CO-00936,2,5140473.56,20,637418.72,823502.05
APP-00936,CO-00936,3,5863224.14,22,821437.7,739764.48
APP-00936,CO-00936,4,6687593.45,24,1044602.1,656026.91
APP-00936,CO-00936,5,7627869.09,26,1314281.84,572289.33
APP-00937,CO-00937,1,816293.33,3,-95441.02,337590.9
APP-00937,CO-00937,2,961185.39,4,-111439.83,322591.72
APP-00937,CO-00937,3,1131795.8,4,-130111.25,307592.53
APP-00937,CO-00937,4,1332689.55,4,-151899.96,292593.35
APP-00937,CO-00937,5,1569241.95,5,-177324.34,277594.17
APP-00938,CO-00938,1,2148231.85,9,150934.77,1351858.56
APP-00938,CO-00938,2,2299467.37,10,212286.83,1185661.87
APP-00938,CO-00938,3,2461349.88,10,281529.2,1019465.18
APP-00938,CO-00938,4,2634628.91,10,359468.77,853268.49
APP-00938,CO-00938,5,2820106.78,11,446986.93,687071.81
APP-00939,CO-00939,1,6261066.54,28,-212124.93,3526068.85
APP-00939,CO-00939,2,6986098.04,30,-179961.89,3438621.77
APP-00939,CO-00939,3,7795088.19,32,-137505.36,3351174.68
APP-00939,CO-00939,4,8697759.41,34,-82802.67,3263727.6
APP-00939,CO-00939,5,9704959.95,37,-13586.94,3176280.51
APP-00940,CO-00940,1,5296362.0,50,-606115.67,1524710.24
APP-00940,CO-00940,2,5384811.24,50,-548604.57,1499697.72
APP-00940,CO-00940,3,5474737.59,51,-489003.56,1474685.19
APP-00940,CO-00940,4,5566165.71,51,-427258.88,1449672.67
APP-00940,CO-00940,5,5659120.67,52,-363315.55,1424660.14
APP-00941,CO-00941,1,2862579.32,15,-227918.57,857152.97
APP-00941,CO-00941,2,3026318.86,16,-214687.06,821940.22
APP-00941,CO-00941,3,3199424.3,16,-199196.16,786727.47
APP-00941,CO-00941,4,3382431.36,17,-181230.67,751514.71
APP-00941,CO-00941,5,3575906.44,18,-160558.2,716301.96
APP-00942,CO-00942,1,5865031.19,27,-644215.03,3094948.91
APP-00942,CO-00942,2,6469715.9,28,-603495.1,2852881.76
APP-00942,CO-00942,3,7136743.61,29,-547530.97,2610814.62
APP-00942,CO-00942,4,7872541.88,30,-473612.12,2368747.47
APP-00942,CO-00942,5,8684200.95,31,-378631.16,2126680.33
APP-00943,CO-00943,1,4492420.87,36,-325700.51,1878137.72
APP-00943,CO-00943,2,5637988.19,42,-390148.78,1855480.24
APP-00943,CO-00943,3,7075675.17,49,-466286.99,1832822.76
APP-00943,CO-00943,4,8879972.34,56,-555886.27,1810165.28
APP-00943,CO-00943,5,11144365.29,65,-660860.86,1787507.81
APP-00944,CO-00944,1,8458708.49,92,-48722.16,784804.68
APP-00944,CO-00944,2,9831556.88,101,55843.24,771654.38
APP-00944,CO-00944,3,11427218.56,110,195633.98,758504.09
APP-00944,CO-00944,4,13281856.13,121,379329.81,745353.79
APP-00944,CO-00944,5,15437501.38,132,617500.06,732203.49
APP-00945,CO-00945,1,3193821.77,28,-57233.29,2346364.81
APP-00945,CO-00945,2,3485417.7,29,-13035.46,2255403.81
APP-00945,CO-00945,3,3803636.33,29,39709.96,2164442.81
APP-00945,CO-00945,4,4150908.33,30,102195.36,2073481.81
APP-00945,CO-00945,5,4529886.26,31,175759.59,1982520.81
APP-00946,CO-00946,1,1559966.7,8,-83364.62,707004.25
APP-00946,CO-00946,2,1584926.17,8,-65742.74,651328.62
APP-00946,CO-00946,3,1610284.99,8,-47535.61,595652.99
APP-00946,CO-00946,4,1636049.55,8,-28729.03,539977.36
APP-00946,CO-00946,5,1662226.34,8,-9308.47,484301.72
APP-00947,CO-00947,1,3651142.11,17,278290.05,1329887.56
APP-00947,CO-00947,2,4348145.13,19,395420.32,1248783.78
APP-00947,CO-00947,3,5178206.04,20,547129.25,1167679.99
APP-00947,CO-00947,4,6166725.57,22,742350.42,1086576.21
APP-00947,CO-00947,5,7343953.48,24,992168.12,1005472.43
APP-00948,CO-00948,1,121861.88,1,5466.72,21904.67
APP-00948,CO-00948,2,126992.27,1,6123.57,19889.68
APP-00948,CO-00948,3,132338.64,1,6826.03,17874.68
APP-00948,CO-00948,4,137910.1,1,7576.78,15859.69
APP-00948,CO-00948,5,143716.11,1,8378.65,13844.7
APP-00949,CO-00949,1,3480592.29,26,-348059.23,1096725.74
APP-00949,CO-00949,2,3769829.51,26,-367935.36,1002497.46
APP-00949,CO-00949,3,4083102.34,27,-388711.34,908269.17
APP-00949,CO-00949,4,4422408.15,27,-410399.48,814040.89
APP-00949,CO-00949,5,4789910.26,28,-433007.89,719812.61
APP-00950,CO-00950,1,87712.0,1,-5711.81,24684.48
APP-00950,CO-00950,2,96167.44,1,-5754.66,23006.79
APP-00950,CO-00950,3,105437.98,1,-5752.7,21329.1
APP-00950,CO-00950,4,115602.2,1,-5696.88,19651.42
APP-00950,CO-00950,5,126746.25,1,-5576.84,17973.73
APP-00951,CO-00951,1,460905.69,4,-6802.97,104449.64
APP-00951,CO-00951,2,543269.54,5,-7019.04,102623.83
APP-00951,CO-00951,3,640351.81,5,-7095.1,100798.01
APP-00951,CO-00951,4,754782.68,6,-6974.19,98972.2
APP-00951,CO-00951,5,889662.34,6,-6583.5,97146.39
APP-00952,CO-00952,1,3546676.62,16,-193577.61,1844274.24
APP-00952,CO-00952,2,3653786.25,16,-170485.67,1803018.85
APP-00952,CO-00952,3,3764130.6,17,-145822.42,1761763.47
APP-00952,CO-00952,4,3877807.34,17,-119514.02,1720508.08
APP-00952,CO-00952,5,3994917.12,18,-91483.6,1679252.69
APP-00953,CO-00953,1,3986477.85,22,-280807.5,1540556.12
APP-00953,CO-00953,2,4498740.25,24,-304924.61,1491763.1
APP-00953,CO-00953,3,5076828.37,25,-330603.06,1442970.08
APP-00953,CO-00953,4,5729200.82,26,-357845.88,1394177.07
APP-00953,CO-00953,5,6465403.12,28,-386631.11,1345384.05
APP-00954,CO-00954,1,798410.49,3,-86499.79,546916.7
APP-00954,CO-00954,2,930228.06,4,-89283.29,513439.59
APP-00954,CO-00954,3,1083808.71,4,-90628.08,479962.47
APP-00954,CO-00954,4,1262745.53,5,-89983.25,446485.36
APP-00954,CO-00954,5,1471224.82,6,-86655.14,413008.24
APP-00955,CO-00955,1,1189136.86,9,-147619.45,906683.83
APP-00955,CO-00955,2,1315304.28,9,-161230.0,850694.78
APP-00955,CO-00955,3,1454858.07,10,-176066.92,794705.72
APP-00955,CO-00955,4,1609218.51,11,-192237.24,738716.67
APP-00955,CO-00955,5,1779956.59,12,-209856.88,682727.61
APP-00956,CO-00956,1,10127725.69,96,-42536.45,1887984.8
APP-00956,CO-00956,2,11887924.41,99,36852.57,1842311.81
APP-00956,CO-00956,3,13954045.67,102,145122.07,1796638.81
APP-00956,CO-00956,4,16379258.81,106,289912.88,1750965.81
APP-00956,CO-00956,5,19225973.99,109,480649.35,1705292.81
APP-00957,CO-00957,1,1280119.0,15,-256843.08,146578.19
APP-00957,CO-00957,2,1213424.8,14,-219605.62,140419.86
APP-00957,CO-00957,3,1150205.37,14,-185551.13,134261.52
APP-00957,CO-00957,4,1090279.67,14,-154449.02,128103.18
APP-00957,CO-00957,5,1033476.09,13,-126084.08,121944.85
APP-00958,CO-00958,1,22037140.2,109,-4802333.59,15162196.85
APP-00958,CO-00958,2,23524647.16,116,-4656468.66,14834112.7
APP-00958,CO-00958,3,25112560.84,124,-4469031.33,14506028.55
APP-00958,CO-00958,4,26807658.7,132,-4235073.92,14177944.39
APP-00958,CO-00958,5,28617175.66,141,-3949170.24,13849860.24
APP-00959,CO-00959,1,2194302.34,20,-230313.97,2001456.7
APP-00959,CO-00959,2,2201543.54,20,-205007.73,1935634.54
APP-00959,CO-00959,3,2208808.63,19,-179531.97,1869812.38
APP-00959,CO-00959,4,2216097.7,18,-153885.82,1803990.22
APP-00959,CO-00959,5,2223410.82,18,-128068.46,1738168.07
APP-00960,CO-00960,1,3743237.6,17,-551453.76,2649827.39
APP-00960,CO-00960,2,4251943.59,19,-627331.76,2587057.9
APP-00960,CO-00960,3,4829782.73,21,-713648.7,2524288.4
APP-00960,CO-00960,4,5486150.2,23,-811840.51,2461518.91
APP-00960,CO-00960,5,6231718.01,25,-923540.61,2398749.42
APP-00961,CO-00961,1,12285539.41,95,415005.52,413284.71
APP-00961,CO-00961,2,13673805.36,99,672204.27,362538.26
APP-00961,CO-00961,3,15218945.36,103,982230.73,311791.82
APP-00961,CO-00961,4,16938686.19,107,1353739.8,261045.37
APP-00961,CO-00961,5,18852757.73,110,1796667.81,210298.92
APP-00962,CO-00962,1,2567511.53,15,243040.64,594978.09
APP-00962,CO-00962,2,2638888.35,15,273969.39,556259.2
APP-00962,CO-00962,3,2712249.44,16,306429.94,517540.32
APP-00962,CO-00962,4,2787649.98,16,340483.57,478821.43
APP-00962,CO-00962,5,2865146.65,16,376193.75,440102.55
APP-00963,CO-00963,1,846143.45,7,-64814.59,47823.47
APP-00963,CO-00963,2,890227.52,7,-54303.88,47144.44
APP-00963,CO-00963,3,936608.38,8,-42522.02,46465.4
APP-00963,CO-00963,4,985405.67,8,-29365.09,45786.37
APP-00963,CO-00963,5,1036745.31,9,-14721.78,45107.33
APP-00964,CO-00964,1,2198800.73,23,-391562.43,1483291.42
APP-00964,CO-00964,2,2462217.05,25,-381791.38,1428473.19
APP-00964,CO-00964,3,2757190.66,26,-364059.45,1373654.97
APP-00964,CO-00964,4,3087502.1,28,-336599.48,1318836.74
APP-00964,CO-00964,5,3457384.85,30,-297335.1,1264018.51
APP-00965,CO-00965,1,2105323.21,13,-154741.26,1106746.41
APP-00965,CO-00965,2,2096059.79,12,-124715.56,1027803.2
APP-00965,CO-00965,3,2086837.12,12,-94951.09,948859.98
APP-00965,CO-00965,4,2077655.04,11,-65446.13,869916.77
APP-00965,CO-00965,5,2068513.36,11,-36198.98,790973.55
APP-00966,CO-00966,1,615956.79,4,-90286.95,267601.39
APP-00966,CO-00966,2,677798.85,5,-83545.49,256579.04
APP-00966,CO-00966,3,745849.86,5,-74540.23,245556.68
APP-00966,CO-00966,4,820733.18,5,-62884.58,234534.33
APP-00966,CO-00966,5,903134.79,6,-48137.08,223511.97
APP-00967,CO-00967,1,1749079.37,11,-136603.1,840196.73
APP-00967,CO-00967,2,1803125.92,11,-132169.13,771601.08
APP-00967,CO-00967,3,1858842.52,11,-127330.71,703005.43
APP-00967,CO-00967,4,1916280.75,11,-122067.08,634409.78
APP-00967,CO-00967,5,1975493.82,11,-116356.59,565814.14
APP-00968,CO-00968,1,1164946.61,7,22763.06,248952.36
APP-00968,CO-00968,2,1300895.88,7,32236.2,232117.39
APP-00968,CO-00968,3,1452710.43,8,43610.37,215282.42
APP-00968,CO-00968,4,1622241.74,9,57200.24,198447.45
APP-00968,CO-00968,5,1811557.35,10,73368.07,181612.48
APP-00969,CO-00969,1,5494978.4,43,-331127.4,3074181.85
APP-00969,CO-00969,2,5467503.51,42,-310663.55,2947891.2
APP-00969,CO-00969,3,5440165.99,42,-290396.06,2821600.56
APP-00969,CO-00969,4,5412965.16,42,-270323.48,2695309.91
APP-00969,CO-00969,5,5385900.34,41,-250444.37,2569019.27
APP-00970,CO-00970,1,2637765.63,14,233125.73,102341.89
APP-00970,CO-00970,2,3067193.87,15,282979.31,94617.44
APP-00970,CO-00970,3,3566533.03,16,342886.49,86892.98
APP-00970,CO-00970,4,4147164.61,17,414799.4,79168.52
APP-00970,CO-00970,5,4822323.01,18,501039.36,71444.07
APP-00971,CO-00971,1,1673150.92,9,-15794.54,959691.91
APP-00971,CO-00971,2,1695069.2,8,-11831.58,894137.67
APP-00971,CO-00971,3,1717274.6,8,-7762.08,828583.43
APP-00971,CO-00971,4,1739770.9,8,-3583.93,763029.19
APP-00971,CO-00971,5,1762561.9,8,705.02,697474.96
APP-00972,CO-00972,1,2044237.98,22,-19502.03,1308532.7
APP-00972,CO-00972,2,2120692.48,22,30580.39,1231729.69
APP-00972,CO-00972,3,2200006.38,23,84436.24,1154926.67
APP-00972,CO-00972,4,2282286.62,23,142277.75,1078123.66
APP-00972,CO-00972,5,2367644.14,24,204327.69,1001320.65
APP-00973,CO-00973,1,3136213.23,21,-276425.83,1697858.62
APP-00973,CO-00973,2,3590964.15,23,-272123.26,1626524.78
APP-00973,CO-00973,3,4111653.96,24,-260761.09,1555190.94
APP-00973,CO-00973,4,4707843.78,26,-240382.5,1483857.1
APP-00973,CO-00973,5,5390481.13,28,-208611.62,1412523.26
APP-00974,CO-00974,1,4680120.7,47,290916.3,1213371.01
APP-00974,CO-00974,2,5394307.12,51,458623.99,1091371.56
APP-00974,CO-00974,3,6217478.39,55,670741.57,969372.12
APP-00974,CO-00974,4,7166265.59,60,936917.56,847372.67
APP-00974,CO-00974,5,8259837.72,65,1268711.07,725373.23
APP-00975,CO-00975,1,856517.47,9,-198300.93,635755.39
APP-00975,CO-00975,2,909792.86,9,-190092.12,635755.39
APP-00975,CO-00975,3,966381.97,9,-180094.94,635755.39
APP-00975,CO-00975,4,1026490.93,10,-168118.69,635755.39
APP-00975,CO-00975,5,1090338.67,10,-153955.82,635755.39
APP-00976,CO-00976,1,832526.47,8,29671.24,502600.78
APP-00976,CO-00976,2,896298.0,9,48292.54,475143.79
APP-00976,CO-00976,3,964954.42,9,69592.51,447686.79
APP-00976,CO-00976,4,1038869.93,10,93872.29,420229.8
APP-00976,CO-00976,5,1118447.37,11,121463.38,392772.81
APP-00977,CO-00977,1,8087437.79,45,680638.76,872659.41
APP-00977,CO-00977,2,9889318.93,53,1082089.28,823897.81
APP-00977,CO-00977,3,12092659.19,61,1628639.34,775136.21
APP-00977,CO-00977,4,14786903.65,71,2365017.37,726374.61
APP-00977,CO-00977,5,18081425.79,83,3348680.06,677613.01
APP-00978,CO-00978,1,1459414.36,15,-161236.1,276094.28
APP-00978,CO-00978,2,1468024.91,15,-150267.03,259864.44
APP-00978,CO-00978,3,1476686.25,15,-139162.91,243634.61
APP-00978,CO-00978,4,1485398.7,14,-127922.54,227404.77
APP-00978,CO-00978,5,1494162.55,14,-116544.68,211174.94
APP-00979,CO-00979,1,585324.44,2,-72498.29,305683.74
APP-00979,CO-00979,2,644793.4,2,-65781.82,285915.8
APP-00979,CO-00979,3,710304.41,2,-56952.21,266147.87
APP-00979,CO-00979,4,782471.34,2,-45649.38,246379.93
APP-00979,CO-00979,5,861970.43,3,-31461.92,226612.0
APP-00980,CO-00980,1,3570144.52,18,243769.47,914216.02
APP-00980,CO-00980,2,3731872.06,19,319672.16,840837.76
APP-00980,CO-00980,3,3900925.87,19,401951.4,767459.51
APP-00980,CO-00980,4,4077637.81,20,491029.14,694081.25
APP-00980,CO-00980,5,4262354.8,21,587352.49,620703.0
APP-00981,CO-00981,1,3802258.99,47,-287526.83,435209.37
APP-00981,CO-00981,2,4150926.14,52,-262919.66,413908.6
APP-00981,CO-00981,3,4531566.07,58,-231381.76,392607.84
APP-00981,CO-00981,4,4947110.68,64,-191848.95,371307.08
APP-00981,CO-00981,5,5400760.73,71,-143120.16,350006.32
APP-00982,CO-00982,1,539965.12,2,-7991.48,76634.1
APP-00982,CO-00982,2,614912.28,2,1721.75,75449.7
APP-00982,CO-00982,3,700262.1,3,14285.35,74265.31
APP-00982,CO-00982,4,797458.48,3,30303.42,73080.91
APP-00982,CO-00982,5,908145.72,3,50492.9,71896.51
APP-00983,CO-00983,1,2867613.9,34,200446.21,428085.71
APP-00983,CO-00983,2,2983178.74,36,280120.48,376469.82
APP-00983,CO-00983,3,3103400.85,37,365890.96,324853.92
APP-00983,CO-00983,4,3228467.9,38,458119.6,273238.03
APP-00983,CO-00983,5,3358575.16,40,557187.62,221622.14
APP-00984,CO-00984,1,5178420.63,49,-164363.07,2085792.33
APP-00984,CO-00984,2,5864561.37,52,-36242.99,2048338.27
APP-00984,CO-00984,3,6641615.75,54,128714.51,2010884.2
APP-00984,CO-00984,4,7521629.83,57,338022.04,1973430.13
APP-00984,CO-00984,5,8518245.79,59,600536.33,1935976.07
APP-00985,CO-00985,1,3939602.48,15,-392699.58,1855432.79
APP-00985,CO-00985,2,4870924.51,17,-464978.45,1847270.24
APP-00985,CO-00985,3,6022411.07,20,-549484.79,1839107.7
APP-00985,CO-00985,4,7446109.04,23,-647960.41,1830945.15
APP-00985,CO-00985,5,9206369.22,27,-762287.37,1822782.6
APP-00986,CO-00986,1,4706710.73,28,-275813.25,700634.47
APP-00986,CO-00986,2,5373651.64,30,-298237.67,642497.4
APP-00986,CO-00986,3,6135098.08,31,-321479.14,584360.32
APP-00986,CO-00986,4,7004441.48,33,-345318.97,526223.25
APP-00986,CO-00986,5,7996970.84,35,-369460.05,468086.17
APP-00987,CO-00987,1,581108.02,6,-108388.27,343338.66
APP-00987,CO-00987,2,627596.66,7,-112113.87,319383.78
APP-00987,CO-00987,3,677804.39,7,-115741.88,295428.89
APP-00987,CO-00987,4,732028.74,7,-119232.84,271474.01
APP-00987,CO-00987,5,790591.04,7,-122541.61,247519.12
APP-00988,CO-00988,1,3576597.47,16,-114951.84,829341.82
APP-00988,CO-00988,2,4192487.56,18,-54837.74,800258.37
APP-00988,CO-00988,3,4914433.92,20,29388.31,771174.93
APP-00988,CO-00988,4,5760699.44,22,144247.91,742091.48
APP-00988,CO-00988,5,6752691.88,25,297793.71,713008.03
APP-00989,CO-00989,1,1656985.68,7,-258986.86,474492.75
APP-00989,CO-00989,2,1695759.15,7,-259281.57,447471.15
APP-00989,CO-00989,3,1735439.91,7,-259448.27,420449.56
APP-00989,CO-00989,4,1776049.2,7,-259480.79,393427.97
APP-00989,CO-00989,5,1817608.76,7,-259372.77,366406.38
APP-00990,CO-00990,1,1588240.73,9,-62036.68,290630.7
APP-00990,CO-00990,2,1865547.57,10,-44064.23,273167.97
APP-00990,CO-00990,3,2191272.17,11,-17924.61,255705.23
APP-00990,CO-00990,4,2573868.29,12,18686.28,238242.5
APP-00990,CO-00990,5,3023265.7,14,68628.13,220779.76
APP-00991,CO-00991,1,5509634.76,28,-1181486.08,3926251.69
APP-00991,CO-00991,2,5800543.47,29,-1179714.53,3926251.69
APP-00991,CO-00991,3,6106812.17,29,-1174462.12,3926251.69
APP-00991,CO-00991,4,6429251.85,29,-1165366.19,3926251.69
APP-00991,CO-00991,5,6768716.35,29,-1152035.52,3926251.69
APP-00992,CO-00992,1,11462271.41,53,-1261308.35,7997806.4
APP-00992,CO-00992,2,13658442.61,59,-1212596.53,7216847.44
APP-00992,CO-00992,3,16275400.21,66,-1098915.02,6435888.47
APP-00992,CO-00992,4,19393766.89,73,-897155.66,5654929.5
APP-00992,CO-00992,5,23109612.63,82,-577740.32,4873970.53
APP-00993,CO-00993,1,14740219.03,73,2631129.1,5948996.71
APP-00993,CO-00993,2,16482512.92,78,3301447.34,5596624.14
APP-00993,CO-00993,3,18430745.95,82,4093468.68,5244251.57
APP-00993,CO-00993,4,20609260.12,87,5026598.54,4891879.0
APP-00993,CO-00993,5,23045274.67,93,6123129.48,4539506.43
APP-00994,CO-00994,1,9198440.83,55,647018.33,449215.76
APP-00994,CO-00994,2,10368482.51,58,864524.07,416243.76
APP-00994,CO-00994,3,11687353.48,62,1126894.62,383271.76
APP-00994,CO-00994,4,13173984.84,65,1442024.38,350299.76
APP-00994,CO-00994,5,14849715.72,69,1819090.18,317327.76
APP-00995,CO-00995,1,1964926.85,9,-287743.89,515097.64
APP-00995,CO-00995,2,1966302.3,10,-266591.27,515097.64
APP-00995,CO-00995,3,1967678.71,10,-245408.89,515097.64
APP-00995,CO-00995,4,1969056.08,10,-224196.73,515097.64
APP-00995,CO-00995,5,1970434.42,11,-202954.75,515097.64
APP-00996,CO-00996,1,3288613.25,19,-342147.32,513509.57
APP-00996,CO-00996,2,3468500.4,19,-290937.81,506345.09
APP-00996,CO-00996,3,3658227.37,19,-233102.25,499180.62
APP-00996,CO-00996,4,3858332.41,19,-168068.96,492016.14
APP-00996,CO-00996,5,4069383.19,19,-95223.57,484851.67
APP-00997,CO-00997,1,4892210.49,39,118195.81,3644249.4
APP-00997,CO-00997,2,5073222.27,39,162444.58,3496592.57
APP-00997,CO-00997,3,5260931.5,39,209805.95,3348935.74
APP-00997,CO-00997,4,5455585.96,39,260449.67,3201278.92
APP-00997,CO-00997,5,5657442.64,39,314553.81,3053622.09
APP-00998,CO-00998,1,2532948.19,31,170416.75,231049.07
APP-00998,CO-00998,2,2593738.95,31,212582.84,217425.71
APP-00998,CO-00998,3,2655988.68,32,256674.75,203802.35
APP-00998,CO-00998,4,2719732.41,32,302760.61,190178.99
APP-00998,CO-00998,5,2785005.99,33,350910.75,176555.63
APP-00999,CO-00999,1,2874017.81,20,-482087.75,2102565.92
APP-00999,CO-00999,2,3307419.69,22,-479840.45,1910455.63
APP-00999,CO-00999,3,3806178.58,25,-465952.38,1718345.33
APP-00999,CO-00999,4,4380150.31,27,-436963.79,1526235.04
APP-00999,CO-00999,5,5040676.98,30,-388636.19,1334124.75
APP-01000,CO-01000,1,5473952.86,58,-286178.26,2688027.21
APP-01000,CO-01000,2,5999999.73,62,-237359.99,2542854.02
APP-01000,CO-01000,3,6576599.71,67,-176515.94,2397680.83
APP-01000,CO-01000,4,7208610.94,72,-101785.59,2252507.65
APP-01000,CO-01000,5,7901358.45,77,-11061.9,2107334.46
APP-01001,CO-01001,1,2123189.06,24,-98728.29,998326.31
APP-01001,CO-01001,2,2182850.68,25,-54134.7,960979.96
APP-01001,CO-01001,3,2244188.78,26,-6956.99,923633.6
APP-01001,CO-01001,4,2307250.48,27,42914.86,886287.24
APP-01001,CO-01001,5,2372084.22,28,95594.99,848940.89
APP-01002,CO-01002,1,1176167.86,7,-159629.5,814531.24
APP-01002,CO-01002,2,1309074.83,7,-161461.29,775166.64
APP-01002,CO-01002,3,1457000.28,8,-161668.75,735802.05
APP-01002,CO-01002,4,1621641.31,8,-159861.4,696437.45
APP-01002,CO-01002,5,1804886.78,8,-155581.24,657072.85
APP-01003,CO-01003,1,1698075.73,7,35863.36,62664.16
APP-01003,CO-01003,2,1991673.03,7,77555.75,59282.62
APP-01003,CO-01003,3,2336033.29,8,132593.25,55901.08
APP-01003,CO-01003,4,2739933.45,9,204344.24,52519.54
APP-01003,CO-01003,5,3213667.94,10,296942.92,49138.0
APP-01004,CO-01004,1,5069369.52,48,541915.6,2871838.71
APP-01004,CO-01004,2,6221637.22,53,810679.33,2675735.88
APP-01004,CO-01004,3,7635815.35,58,1173624.82,2479633.06
APP-01004,CO-01004,4,9371436.18,65,1659681.35,2283530.24
APP-01004,CO-01004,5,11501563.63,72,2306063.51,2087427.42
APP-01005,CO-01005,1,2549513.96,20,-165973.36,268018.05
APP-01005,CO-01005,2,2957436.19,21,-141956.94,253739.48
APP-01005,CO-01005,3,3430625.98,23,-106006.34,239460.92
APP-01005,CO-01005,4,3979526.14,26,-54917.46,225182.36
APP-01005,CO-01005,5,4616250.32,28,15233.63,210903.8
APP-01006,CO-01006,1,3523324.91,16,-359520.07,2409400.36
APP-01006,CO-01006,2,4031388.36,18,-326058.69,2349444.39
APP-01006,CO-01006,3,4612714.57,20,-275471.31,2289488.41
APP-01006,CO-01006,4,5277868.01,22,-203514.59,2229532.44
APP-01006,CO-01006,5,6038936.57,24,-105077.5,2169576.47
APP-01007,CO-01007,1,4862933.06,32,289539.03,2007117.1
APP-01007,CO-01007,2,5521860.49,33,447160.26,1820951.24
APP-01007,CO-01007,3,6270072.59,35,642180.83,1634785.39
APP-01007,CO-01007,4,7119667.43,37,881842.01,1448619.53
APP-01007,CO-01007,5,8084382.36,39,1174660.76,1262453.67
APP-01008,CO-01008,1,1605250.54,7,8507.83,108658.07
APP-01008,CO-01008,2,1710715.5,8,14198.94,101557.43
APP-01008,CO-01008,3,1823109.5,8,20601.14,94456.79
APP-01008,CO-01008,4,1942887.8,9,27783.3,87356.15
APP-01008,CO-01008,5,2070535.53,10,35820.26,80255.51
APP-01009,CO-01009,1,4945780.08,30,30762.75,3434180.73
APP-01009,CO-01009,2,5240054.0,31,67806.3,3157659.2
APP-01009,CO-01009,3,5551837.21,33,109149.12,2881137.66
APP-01009,CO-01009,4,5882171.53,35,155171.68,2604616.13
APP-01009,CO-01009,5,6232160.73,37,206284.52,2328094.6
APP-01010,CO-01010,1,3395495.33,18,-120132.62,139227.44
APP-01010,CO-01010,2,3602281.0,19,-54250.35,133141.72
APP-01010,CO-01010,3,3821659.91,19,20101.93,127056.01
APP-01010,CO-01010,4,4054399.0,20,103711.53,120970.29
APP-01010,CO-01010,5,4301311.9,20,197430.22,114884.58
APP-01011,CO-01011,1,658902.94,6,-81190.02,92293.69
APP-01011,CO-01011,2,681107.96,6,-68138.04,89812.49
APP-01011,CO-01011,3,704061.3,6,-54114.15,87331.28
APP-01011,CO-01011,4,727788.17,6,-39067.67,84850.07
APP-01011,CO-01011,5,752314.63,6,-22945.6,82368.87
APP-01012,CO-01012,1,9749364.81,70,-490978.01,7013732.64
APP-01012,CO-01012,2,10253406.97,70,-298579.21,6963863.61
APP-01012,CO-01012,3,10783508.11,71,-84974.04,6913994.59
APP-01012,CO-01012,4,11341015.48,72,151515.97,6864125.56
APP-01012,CO-01012,5,11927345.98,72,412686.17,6814256.53
APP-01013,CO-01013,1,1400342.12,7,63323.47,570411.67
APP-01013,CO-01013,2,1476520.74,7,76542.83,540086.48
APP-01013,CO-01013,3,1556843.46,7,91013.07,509761.28
APP-01013,CO-01013,4,1641535.75,7,106831.15,479436.08
APP-01013,CO-01013,5,1730835.29,7,124100.89,449110.88
APP-01014,CO-01014,1,455626.92,4,-71287.39,322234.36
APP-01014,CO-01014,2,495813.22,4,-69770.84,292891.74
APP-01014,CO-01014,3,539543.94,5,-67432.2,263549.13
APP-01014,CO-01014,4,587131.72,5,-64138.27,234206.51
APP-01014,CO-01014,5,638916.74,5,-59738.72,204863.9
APP-01015,CO-01015,1,701036.96,7,-71225.36,435087.1
APP-01015,CO-01015,2,637733.32,6,-54526.2,399361.86
APP-01015,CO-01015,3,580146.01,6,-40262.13,363636.62
APP-01015,CO-01015,4,527758.82,6,-28129.55,327911.38
APP-01015,CO-01015,5,480102.2,6,-17859.8,292186.14
APP-01016,CO-01016,1,885957.35,5,-158214.26,439523.11
APP-01016,CO-01016,2,994398.53,6,-167118.62,405534.44
APP-01016,CO-01016,3,1116112.91,6,-175832.43,371545.76
APP-01016,CO-01016,4,1252725.13,6,-184175.65,337557.08
APP-01016,CO-01016,5,1406058.68,7,-191927.01,303568.41
APP-01017,CO-01017,1,2283947.04,12,-248721.83,637549.33
APP-01017,CO-01017,2,2259508.81,12,-217590.7,601484.0
APP-01017,CO-01017,3,2235332.06,13,-187097.29,565418.67
APP-01017,CO-01017,4,2211414.01,13,-157231.54,529353.34
APP-01017,CO-01017,5,2187751.88,13,-127983.48,493288.02
APP-01018,CO-01018,1,1710680.61,10,-107738.66,220493.82
APP-01018,CO-01018,2,1756184.71,11,-68069.72,200494.4
APP-01018,CO-01018,3,1802899.23,11,-26214.15,180494.99
APP-01018,CO-01018,4,1850856.34,12,17916.29,160495.57
APP-01018,CO-01018,5,1900089.12,12,64413.02,140496.15
APP-01019,CO-01019,1,1598908.34,8,-136514.79,1397853.18
APP-01019,CO-01019,2,1633924.44,8,-115289.71,1365794.55
APP-01019,CO-01019,3,1669707.38,9,-93069.49,1333735.93
APP-01019,CO-01019,4,1706273.97,9,-69820.73,1301677.31
