application_id,company_id,company_name,industry,region,company_type,requested_amount,term_months,annual_revenue,years_in_business,existing_debt,num_recent_loans,late_payment_ratio,suspicious_transfer_ratio,collateral_ratio,employees,country_risk_score,free_cash_flow,monthly_burn_rate,cash_flow_to_revenue_ratio,expected_runway_months,forecast_revenue_cagr,forecast_employee_cagr,forecast_fcf_margin_year5,planned_debt_reduction_pct,forecast_plan_confidence_score,current_ratio,quick_ratio,receivables_days,payables_days,inventory_days,financial_statements_uploaded,bank_statements_uploaded,tax_return_uploaded,ownership_docs_uploaded,forecast_support_uploaded,document_edit_count,late_stage_change_count,process_deviation_score,email_domain_age_months,website_age_months,bank_account_age_months,location_mismatch_score,duplicate_contact_score,related_party_exposure_score,counterparty_concentration_score,shared_identifier_score,narrative_contradiction_score,debt_to_revenue_ratio,request_to_revenue_ratio,loan_velocity_score,payment_stress_score,collateral_gap_ratio,external_financing_pressure,financial_distress_score,transaction_anomaly_score,company_scale_mismatch_score,governance_complexity_score,cash_flow_pressure_score,runway_risk_score,cash_conversion_risk_score,forecast_plan_aggressiveness_score,forecast_execution_risk_score,forecast_hiring_efficiency_risk_score,forecast_debt_service_risk_score,cash_conversion_cycle_days,document_completeness_score,document_quality_risk_score,process_integrity_risk_score,identity_verification_risk_score,working_capital_pressure_score,financial_statement_anomaly_score,related_party_network_risk_score,narrative_consistency_risk_score,is_fraud
APP-01087,CO-01087,Company 01087,Wholesale,North America,LLC,133002.38,60,541387.38,3.9,91523.38,1,0.147,0.083,0.494,2,0.431,-55401.41,5230.47,-0.1023,27.4,0.1233,0.059,-0.0822,0.2543,0.5159,1.0855,0.4362,46.4,44.9,59.0,0,1,1,0,1,1,1,0.4303,30.0,52.0,45.0,0.1837,0.0434,0.1584,0.3868,0.058,0.2543,0.1691,0.2457,0.1667,0.1417,0.506,0.3039,0.2329,0.1564,0.6952,0.1172,0.2053,0.0,0.5237,0.0568,0.2476,0.0,0.049,60.5,0.6,0.2943,0.2886,0.0411,0.1706,0.111,0.1943,0.2543,0
APP-01088,CO-01088,Company 01088,Logistics,Western Europe,Partnership,37886.32,24,468070.78,18.7,299237.96,1,0.264,0.09,0.911,3,0.155,-606.69,387.75,-0.0013,12.1,0.1125,0.0804,0.0809,0.1144,0.5036,1.3314,1.002,65.3,77.2,17.5,0,1,1,1,1,1,2,0.3486,211.0,182.0,148.0,0.2456,0.0349,0.2619,0.444,0.034,0.2641,0.6393,0.0809,0.1667,0.3753,0.089,0.3628,0.3515,0.1422,0.1349,0.1212,0.0135,0.0,0.3427,0.0839,0.2143,0.0,0.0266,5.6,0.8,0.2361,0.3219,0.0526,0.0007,0.0895,0.2424,0.2641,1
APP-01089,CO-01089,Company 01089,Software,Eastern Europe,LLC,732705.75,24,4211143.92,8.4,2045807.06,0,0.126,0.066,0.17,46,0.203,642384.94,5967.06,0.1525,60.0,0.2033,0.062,0.2531,0.3124,0.759,1.0523,0.9567,51.8,55.1,11.5,1,0,1,1,1,0,2,0.4125,95.0,103.0,70.0,0.1227,0.0605,0.1155,0.1172,0.0492,0.1403,0.4858,0.174,0.0,0.2442,0.83,0.3424,0.439,0.092,0.1434,0.3829,0.0219,0.0,0.0855,0.1208,0.1118,0.1362,0.0576,8.2,0.8,0.2112,0.3256,0.0306,0.0477,0.0816,0.0945,0.1403,1
APP-01090,CO-01090,Company 01090,Manufacturing,North America,LLC,902048.92,60,1661613.89,11.0,866505.75,2,0.359,0.016,0.254,9,0.375,-286792.04,25546.03,-0.1726,9.8,0.0047,0.0257,-0.1228,0.1543,0.6723,0.8604,0.3162,80.9,79.7,63.3,1,1,0,1,1,4,1,0.4985,160.0,128.0,95.0,0.0744,0.0675,0.162,0.3436,0.0764,0.3358,0.5215,0.5429,0.3333,0.3852,0.746,0.7256,0.491,0.1702,0.5531,0.1087,0.3321,0.1833,0.7848,0.0535,0.3171,0.0,0.0615,64.5,0.8,0.3048,0.3943,0.0216,0.305,0.145,0.1805,0.3358,1
APP-01091,CO-01091,Company 01091,Software,Middle East,Corporation,176955.73,36,1207317.0,10.0,953146.8,1,0.077,0.146,0.661,7,0.368,-116070.45,10202.03,-0.0961,22.2,0.1605,0.1001,0.0202,0.1175,0.5421,0.5404,0.5585,63.6,56.8,21.0,1,1,0,1,0,2,1,0.4373,116.0,111.0,58.0,0.2687,0.0984,0.116,0.449,0.0654,0.2123,0.7895,0.1466,0.1667,0.3266,0.339,0.4783,0.4291,0.1676,0.2992,0.3727,0.1833,0.0,0.5723,0.0943,0.2676,0.0,0.0465,27.8,0.6,0.3262,0.3168,0.0636,0.2753,0.1765,0.2062,0.2123,1
APP-01092,CO-01092,Company 01092,Logistics,Middle East,Corporation,311699.3,48,2210005.64,8.2,735900.1,0,0.022,0.102,0.388,10,0.478,-279285.27,24952.94,-0.1264,17.7,0.0167,0.0062,-0.0171,0.4414,0.3755,0.8552,0.8315,60.7,57.0,29.1,1,1,1,1,1,3,6,0.7678,99.0,50.0,99.0,0.2822,0.1387,0.1985,0.392,0.0281,0.5521,0.333,0.141,0.0,0.132,0.612,0.2525,0.2956,0.1322,0.4572,0.3892,0.2437,0.0,0.5828,0.108,0.3084,0.0,0.1214,32.8,1.0,0.3705,0.7705,0.0703,0.1283,0.1113,0.2043,0.5521,1
APP-01093,CO-01093,Company 01093,Retail,Western Europe,Partnership,1613614.85,12,4852148.98,9.2,3107307.11,0,0.139,0.025,0.514,43,0.138,-680616.42,63091.77,-0.1403,16.6,0.0556,0.0245,-0.1162,0.228,0.3953,0.5782,0.15,57.9,30.4,54.6,1,1,0,1,0,3,1,0.4289,94.0,53.0,76.0,0.1312,0.0305,0.1388,0.2709,0.0844,0.5199,0.6404,0.3326,0.0,0.307,0.486,0.5358,0.4199,0.0622,0.3377,0.1187,0.2778,0.0,0.6802,0.0705,0.3157,0.0,0.0923,82.1,0.6,0.3566,0.338,0.0293,0.414,0.1281,0.1534,0.5199,1
APP-01094,CO-01094,Company 01094,Manufacturing,North America,LLC,771519.66,24,2624402.85,0.2,946249.61,4,0.067,0.058,0.785,32,0.247,-139214.84,15263.25,-0.053,1.7,0.1729,0.0609,-0.0267,0.2465,0.2055,1.4194,0.9715,81.8,59.5,53.0,0,1,1,0,0,5,1,0.7346,15.0,0.0,0.0,0.1634,0.131,0.5635,0.3543,0.1236,0.5916,0.3606,0.294,0.6667,0.1667,0.215,0.5223,0.359,0.149,0.217,0.2762,0.1189,0.8583,0.4042,0.1082,0.4695,0.0711,0.0502,75.3,0.4,0.5397,0.5256,0.4958,0.081,0.1969,0.3402,0.5916,1
APP-01095,CO-01095,Company 01095,Manufacturing,Western Europe,LLC,382074.53,24,1137046.95,10.0,67919.48,3,0.053,0.239,0.64,11,0.292,-167062.35,15892.07,-0.1469,10.6,0.0763,0.1164,-0.1281,0.4094,0.6021,0.4948,0.15,55.1,57.8,63.2,1,1,0,1,1,1,2,0.3853,103.0,100.0,103.0,0.3338,0.2053,0.4137,0.5188,0.1273,0.1245,0.0597,0.336,0.5,0.0507,0.36,0.3995,0.1278,0.2358,0.3126,0.0963,0.2964,0.1167,0.6077,0.0476,0.2715,0.0,0.0874,60.5,0.8,0.2398,0.3384,0.0873,0.3898,0.1121,0.3562,0.1282,1
APP-01096,CO-01096,Company 01096,Construction,North America,Partnership,1733853.14,48,7469158.91,3.3,2775196.24,0,0.106,0.075,0.263,62,0.407,-751824.75,68350.44,-0.1007,2.1,-0.0757,-0.05,0.0069,0.0522,0.3108,1.1895,0.9843,77.4,54.3,54.7,0,0,1,0,1,6,6,1.0,74.0,32.0,49.0,0.1296,0.0067,0.2248,0.7176,0.0035,0.3464,0.3716,0.2321,0.0,0.1921,0.737,0.3429,0.3637,0.1235,0.2517,0.159,0.1965,0.825,0.5369,0.1137,0.4769,0.0,0.0135,77.8,0.4,0.7575,0.95,0.0266,0.0746,0.1957,0.3023,0.3464,1
APP-01097,CO-01097,Company 01097,Wholesale,Western Europe,Corporation,4907301.03,36,10629944.22,6.2,9604495.3,2,0.107,0.013,0.662,59,0.074,-1649662.76,151473.76,-0.1552,5.0,0.0064,0.043,-0.0759,0.0212,0.3409,0.664,0.3413,74.5,75.4,37.8,1,1,1,1,1,1,0,0.3904,102.0,89.0,54.0,0.09,0.031,0.0623,0.5954,0.1358,0.333,0.9035,0.4616,0.3333,0.3841,0.338,0.7944,0.4612,0.073,0.5421,0.0286,0.3052,0.5833,0.7459,0.0989,0.4696,0.0,0.0109,36.9,1.0,0.0703,0.2007,0.0211,0.3224,0.1021,0.2357,0.333,1
APP-01098,CO-01098,Company 01098,Construction,Latin America,Corporation,397682.46,36,3593210.52,8.2,1686775.58,2,0.295,0.051,0.476,26,0.064,-206257.28,21379.65,-0.0574,24.1,0.1071,0.0189,0.0589,0.1541,0.5153,0.7048,0.3269,66.2,79.4,52.2,1,1,1,1,1,1,1,0.1633,82.0,100.0,81.0,0.019,0.0336,0.157,0.2929,0.0465,0.145,0.4694,0.1107,0.3333,0.3312,0.524,0.3505,0.398,0.13,0.1377,0.3271,0.1234,0.0,0.4732,0.1015,0.2508,0.0182,0.0377,39.0,1.0,0.0876,0.1685,0.0072,0.2951,0.1189,0.1595,0.145,1
APP-01099,CO-01099,Company 01099,Wholesale,North America,LLC,1499627.83,72,5801711.46,12.7,700001.47,0,0.05,0.066,0.231,59,0.065,164826.48,10548.87,0.0284,60.0,0.0328,0.0034,0.1315,0.435,0.777,1.6586,0.9961,45.7,62.5,61.9,1,1,1,1,1,0,1,0.2659,132.0,118.0,122.0,0.0819,0.0842,0.156,0.225,0.0319,0.2285,0.1207,0.2585,0.0,0.0709,0.769,0.2612,0.2544,0.0561,0.2288,0.0622,0.0281,0.0,0.159,0.0653,0.1072,0.0,0.0263,45.1,1.0,0.0666,0.1897,0.0248,0.001,0.0479,0.1367,0.2285,0
APP-01100,CO-01100,Company 01100,Retail,North America,Sole Proprietorship,2972462.99,84,7587100.02,3.3,5005050.18,0,0.052,0.113,0.497,33,0.361,-475026.02,51806.95,-0.0626,35.6,0.1049,0.0693,0.0318,0.2028,0.5693,0.61,0.15,64.5,86.6,44.4,1,1,1,0,1,0,1,0.3024,30.0,23.0,38.0,0.1189,0.1248,0.234,0.1551,0.0297,0.4222,0.6597,0.3918,0.0,0.2661,0.503,0.5922,0.4104,0.1267,0.6412,0.2012,0.1398,0.0,0.4639,0.0824,0.231,0.0,0.0653,22.3,0.8,0.1602,0.2061,0.0363,0.36,0.1239,0.1472,0.4222,0
APP-01101,CO-01101,Company 01101,Logistics,North America,Sole Proprietorship,3275390.76,18,6784148.3,4.7,6213891.76,2,0.332,0.289,0.788,70,0.354,-116500.56,13536.73,-0.0172,60.0,0.0172,0.033,-0.0094,0.2456,0.4384,0.7768,0.8686,113.8,94.4,34.4,1,1,1,1,0,1,3,0.5175,32.0,55.0,9.0,0.0927,0.0433,0.4771,0.5277,0.1003,0.1998,0.9159,0.4828,0.3333,0.5123,0.212,0.8117,0.486,0.3118,0.4211,0.2001,0.0402,0.0,0.432,0.0594,0.2411,0.0,0.0852,53.8,0.8,0.293,0.4679,0.0854,0.2606,0.2301,0.3793,0.1998,1
APP-01102,CO-01102,Company 01102,Healthcare,North America,Corporation,925231.47,36,4049480.57,5.1,3500326.78,0,0.032,0.017,0.729,30,0.246,182921.02,8144.27,0.0452,24.6,0.1275,0.0921,0.0693,0.1581,0.7358,0.6797,0.7107,42.7,64.6,53.2,1,1,1,1,1,2,0,0.1726,66.0,63.0,49.0,0.1115,0.1345,0.1437,0.7469,0.2103,0.0551,0.8644,0.2285,0.0,0.3288,0.271,0.5369,0.4258,0.0526,0.2776,0.0544,0.031,0.0,0.2056,0.0365,0.117,0.0,0.051,31.3,1.0,0.0798,0.1277,0.0358,0.2024,0.0577,0.3286,0.0551,1
APP-01103,CO-01103,Company 01103,Manufacturing,North America,LLC,1313650.72,48,3986192.4,7.3,2200073.58,1,0.181,0.028,0.565,18,0.055,-148767.59,16203.95,-0.0373,44.6,0.1025,0.1198,0.0837,0.0517,0.3966,1.8072,1.0707,121.4,79.3,70.0,1,1,1,1,1,2,1,0.2115,83.0,62.0,65.0,0.0807,0.0204,0.1168,0.4098,0.1005,0.3224,0.5519,0.3296,0.1667,0.2982,0.435,0.5302,0.3813,0.0765,0.6275,0.0608,0.0832,0.0,0.4094,0.1108,0.2618,0.0,0.0128,112.1,1.0,0.1236,0.2152,0.0182,0.2495,0.2881,0.1917,0.3224,1
APP-01104,CO-01104,Company 01104,Healthcare,Western Europe,Sole Proprietorship,277304.74,48,3684555.95,5.3,1363068.65,1,0.032,0.044,0.752,20,0.612,-281807.82,30867.35,-0.0765,24.6,0.1489,0.1002,-0.0185,0.2128,0.5558,1.5221,1.4469,71.5,89.7,34.6,0,1,1,1,1,0,0,0.1285,65.0,1.0,45.0,0.1937,0.041,0.2416,0.2136,0.0522,0.4163,0.3699,0.0753,0.1667,0.1508,0.248,0.2472,0.2223,0.1391,0.227,0.2388,0.1713,0.0,0.4596,0.0686,0.2278,0.0,0.0513,16.4,0.8,0.1028,0.0578,0.2317,0.0162,0.1023,0.1661,0.4163,0
APP-01105,CO-01105,Company 01105,Logistics,Middle East,Partnership,92782.44,72,731360.9,9.2,409584.21,3,0.202,0.116,0.398,5,0.266,-97670.53,8748.05,-0.1335,21.3,0.0432,0.0345,-0.0123,0.1101,0.4974,0.9663,0.5683,80.0,82.6,21.8,1,1,1,1,1,1,2,0.4056,101.0,72.0,64.0,0.1354,0.0967,0.241,0.6453,0.1568,0.1969,0.56,0.1269,0.5,0.3127,0.602,0.4344,0.4316,0.1941,0.167,0.4379,0.258,0.0,0.6647,0.1008,0.302,0.0,0.04,19.2,1.0,0.1518,0.3475,0.0368,0.2038,0.1496,0.3287,0.1969,1
APP-01106,CO-01106,Company 01106,Retail,North America,Corporation,332342.99,48,4415904.13,1.5,3439176.3,1,0.084,0.044,0.265,19,0.236,-857840.05,76582.52,-0.1943,0.6,0.1283,0.0839,-0.1468,0.2864,0.2129,0.3355,0.15,76.8,79.2,36.9,0,0,0,1,1,6,2,0.6944,22.0,15.0,17.0,0.2402,0.0663,0.1666,0.2098,0.0891,0.4213,0.7788,0.0753,0.1667,0.3266,0.735,0.4156,0.6004,0.0931,0.3525,0.1529,0.3744,0.95,0.7643,0.0985,0.573,0.0,0.1478,34.5,0.4,0.6069,0.6025,0.088,0.4581,0.2549,0.1479,0.4213,1
APP-01107,CO-01107,Company 01107,Software,Western Europe,Corporation,232247.13,48,564776.88,5.8,463653.99,2,0.088,0.032,0.786,3,0.351,-4033.43,1068.43,-0.0071,60.0,0.2586,0.1838,0.0725,0.4305,0.2459,0.9161,0.6664,40.2,92.6,3.4,1,1,1,0,1,3,1,0.4961,67.0,27.0,34.0,0.1458,0.029,0.0717,0.1544,0.0571,0.6262,0.821,0.4112,0.3333,0.3439,0.214,0.7412,0.4135,0.1212,0.5618,0.0701,0.0331,0.0,0.3469,0.1785,0.3,0.0,0.133,-49.0,0.8,0.2734,0.3682,0.0321,0.1544,0.1428,0.0889,0.6262,1
APP-01108,CO-01108,Company 01108,Logistics,APAC,Corporation,185030.44,18,989940.92,16.6,773663.39,0,0.086,0.005,0.204,12,0.215,-47109.44,4365.93,-0.0476,18.6,-0.0526,-0.05,0.0304,0.4203,0.5425,0.8782,0.3381,79.6,76.1,36.2,1,1,1,1,1,2,1,0.3047,172.0,169.0,157.0,0.0997,0.0138,0.1776,0.2189,0.2795,0.4513,0.7815,0.1869,0.0,0.3286,0.796,0.4747,0.5423,0.0522,0.1388,0.0498,0.0942,0.0,0.4468,0.0782,0.2306,0.0,0.1407,39.7,1.0,0.133,0.2571,0.0213,0.2824,0.1198,0.1982,0.4513,1
APP-01109,CO-01109,Company 01109,Software,Eastern Europe,LLC,3301191.75,36,8069201.33,5.4,3579441.48,3,0.144,0.055,0.611,99,0.145,693553.95,12795.72,0.086,56.4,0.1713,0.1043,0.1026,0.3362,0.8134,1.5169,1.4596,38.5,46.8,21.3,1,1,1,1,1,0,2,0.388,65.0,65.0,48.0,0.0784,0.1593,0.1415,0.2378,0.0673,0.0723,0.4436,0.4091,0.5,0.2389,0.389,0.6174,0.3159,0.1308,0.3001,0.3742,0.0245,0.0,0.0836,0.0256,0.0672,0.0,0.0575,13.0,1.0,0.1188,0.3146,0.0316,0.0,0.0329,0.1432,0.0723,1
APP-01110,CO-01110,Company 01110,Healthcare,Middle East,Corporation,374998.97,36,5076944.5,8.4,662733.83,0,0.027,0.028,0.849,22,0.106,375734.44,2622.63,0.074,60.0,-0.0069,-0.027,0.1517,0.2647,0.7027,1.8314,1.9546,60.0,53.4,20.9,1,1,1,1,1,0,0,0.1599,108.0,64.0,61.0,0.4309,0.119,0.0292,0.4216,0.015,0.0158,0.1305,0.0739,0.0,0.0618,0.151,0.1142,0.0983,0.0367,0.3459,0.3334,0.008,0.0,0.0372,0.0621,0.0905,0.0,0.0135,27.5,1.0,0.016,0.072,0.0981,0.0,0.0283,0.1432,0.016,0
APP-01111,CO-01111,Company 01111,Retail,Western Europe,Corporation,4653915.49,48,9697690.18,11.5,5327244.63,1,0.068,0.042,0.303,79,0.366,-161790.02,19501.06,-0.0167,32.0,0.008,0.0178,0.0999,0.2435,0.5351,1.2736,0.6454,54.9,71.3,77.1,1,1,1,1,1,1,0,0.1267,118.0,129.0,93.0,0.1187,0.249,0.0712,0.3846,0.0505,0.1329,0.5493,0.4799,0.1667,0.2352,0.697,0.6522,0.4174,0.1083,0.45,0.0724,0.0402,0.0,0.3337,0.0951,0.2097,0.0,0.0532,60.7,1.0,0.0439,0.082,0.0486,0.0901,0.0562,0.1571,0.1329,0
APP-01112,CO-01112,Company 01112,Logistics,North America,Corporation,778414.4,36,1669985.69,8.3,276347.25,0,0.021,0.02,0.342,8,0.226,86346.56,1404.89,0.0517,31.3,0.0426,-0.008,0.1184,0.1916,0.8064,1.7461,1.6687,35.9,43.8,43.2,1,0,1,1,1,2,0,0.4224,109.0,81.0,75.0,0.0911,0.0233,0.0426,0.2615,0.1327,0.0496,0.1655,0.4661,0.0,0.0711,0.658,0.4495,0.2379,0.0491,0.6048,0.0514,0.013,0.0,0.0985,0.0471,0.0798,0.0,0.0127,35.3,0.8,0.1947,0.2401,0.0206,0.0,0.0542,0.1285,0.0496,0
APP-01113,CO-01113,Company 01113,Software,North America,Partnership,59088.95,36,692283.73,19.7,53092.1,2,0.041,0.045,0.57,8,0.326,7675.42,1394.7,0.0111,60.0,0.1577,0.1594,0.076,0.5276,0.8517,1.5365,1.6542,74.3,53.9,0.0,1,1,1,1,1,1,0,0.1624,194.0,182.0,180.0,0.1282,0.0345,0.1963,0.2182,0.0364,0.1665,0.0767,0.0854,0.3333,0.0502,0.43,0.1681,0.1493,0.1152,0.0665,0.1469,0.0311,0.0,0.1967,0.0419,0.0935,0.0,0.0248,20.4,1.0,0.0475,0.0981,0.0291,0.0232,0.0808,0.1478,0.1665,0
APP-01114,CO-01114,Company 01114,Wholesale,Latin America,Corporation,89794.23,36,1722974.65,6.8,833508.09,3,0.058,0.029,0.686,16,0.371,-190709.45,19400.93,-0.1107,1.3,0.0837,0.0647,-0.0206,0.2385,0.2986,1.1778,0.7433,60.7,39.5,69.7,1,1,1,1,1,3,0,0.1814,73.0,38.0,71.0,0.1042,0.0702,0.2453,0.6234,0.0679,0.2647,0.4838,0.0521,0.5,0.2061,0.314,0.3418,0.2922,0.1332,0.0505,0.3732,0.2346,0.8917,0.5679,0.1077,0.4983,0.0,0.0768,90.9,1.0,0.1119,0.1566,0.0279,0.1341,0.0919,0.2928,0.2647,1
APP-01115,CO-01115,Company 01115,Wholesale,APAC,Partnership,166730.06,72,2426671.92,9.5,1527583.44,1,0.091,0.012,0.298,11,0.37,-185206.44,18320.73,-0.0763,9.4,0.1157,0.0986,0.0217,0.1646,0.479,0.7832,0.5526,42.4,63.7,81.1,1,0,1,1,1,3,0,0.2897,72.0,120.0,100.0,0.1802,0.0172,0.2695,0.2124,0.0188,0.1362,0.6295,0.0687,0.1667,0.2767,0.702,0.3488,0.4575,0.097,0.3124,0.1535,0.1585,0.2167,0.5033,0.0929,0.3059,0.0,0.0532,59.8,0.8,0.2127,0.2054,0.0378,0.216,0.125,0.1639,0.1375,1
APP-01116,CO-01116,Company 01116,Manufacturing,Western Europe,LLC,1127245.64,36,2371394.45,7.5,1931161.66,1,0.379,0.105,0.222,10,0.482,-448977.33,40418.49,-0.1893,7.2,0.0953,0.0482,-0.1034,0.2737,0.263,0.25,0.15,100.9,76.2,60.4,0,1,0,1,1,0,1,0.3488,79.0,44.0,55.0,0.1794,0.0411,0.2052,0.1279,0.0324,0.3841,0.8144,0.4754,0.1667,0.5016,0.778,0.7576,0.6246,0.2225,0.6521,0.1248,0.3671,0.4,0.8256,0.1095,0.4721,0.0,0.1433,85.1,0.6,0.2549,0.227,0.04,0.592,0.2907,0.1288,0.3841,1
APP-01117,CO-01117,Company 01117,Software,Western Europe,Sole Proprietorship,1087307.06,48,6808486.99,14.6,5093000.63,1,0.032,0.048,0.686,77,0.279,59304.0,4793.58,0.0087,60.0,0.2036,0.0781,0.073,0.248,0.7361,1.7729,2.0116,31.8,50.5,31.1,1,1,1,1,1,1,0,0.1135,135.0,115.0,119.0,0.092,0.0336,0.1602,0.2203,0.0901,0.1706,0.748,0.1597,0.1667,0.2869,0.314,0.472,0.3945,0.0913,0.1271,0.1888,0.0109,0.0,0.2858,0.0994,0.159,0.1011,0.0667,12.4,1.0,0.0426,0.0761,0.0218,0.0,0.0666,0.1495,0.1706,0
APP-01118,CO-01118,Company 01118,Retail,Western Europe,LLC,488016.84,36,1526868.67,4.8,1247808.5,0,0.346,0.061,0.681,14,0.319,-163243.0,15229.56,-0.1069,14.4,-0.0083,-0.0011,-0.0605,0.3506,0.5037,0.8195,0.156,102.4,85.7,57.0,1,0,0,1,1,1,1,0.5089,68.0,54.0,62.0,0.2703,0.0385,0.3354,0.2421,0.0815,0.4251,0.8172,0.3196,0.0,0.4845,0.319,0.598,0.5028,0.1506,0.3137,0.1004,0.2127,0.0,0.6556,0.069,0.2873,0.0,0.1488,73.7,0.6,0.3021,0.324,0.0579,0.4282,0.2205,0.2165,0.4251,1
APP-01119,CO-01119,Company 01119,Manufacturing,North America,LLC,801989.21,36,3115918.32,20.7,2264848.72,4,0.161,0.109,0.267,16,0.523,-348739.63,35468.17,-0.1119,22.3,0.1385,0.0978,-0.0588,0.2107,0.3801,1.4611,1.1604,71.8,63.8,55.7,0,1,1,1,1,0,0,0.1305,226.0,166.0,169.0,0.2056,0.0649,0.2518,0.4365,0.1763,0.2936,0.7269,0.2574,0.6667,0.3502,0.733,0.6432,0.5228,0.2373,0.5764,0.131,0.2372,0.0,0.6216,0.0841,0.3088,0.0,0.0861,63.7,0.8,0.103,0.0587,0.0476,0.0247,0.1143,0.2741,0.2936,1
APP-01120,CO-01120,Company 01120,Logistics,North America,Corporation,363416.22,36,815350.08,4.0,549556.26,2,0.247,0.097,0.767,5,0.14,-94254.62,9254.69,-0.1156,7.3,-0.1088,-0.05,0.0041,0.3156,0.3898,0.7149,0.7367,59.8,105.1,36.8,1,1,1,0,1,2,4,0.5567,72.0,77.0,20.0,0.2688,0.0296,0.1161,0.2741,0.0952,0.3599,0.674,0.4457,0.3333,0.3785,0.233,0.7089,0.3975,0.1571,0.4941,0.0385,0.2387,0.3917,0.641,0.1109,0.3994,0.0,0.1234,-8.5,0.8,0.3682,0.5805,0.0567,0.1871,0.1138,0.1564,0.3599,1
APP-01121,CO-01121,Company 01121,Logistics,APAC,LLC,994661.76,36,3437714.02,17.6,101164.84,1,0.124,0.063,0.319,24,0.087,-308749.21,31070.56,-0.0898,6.9,0.1774,0.1186,0.0329,0.3659,0.3652,2.2254,1.8818,79.4,65.1,40.3,1,0,0,1,0,3,1,0.6496,215.0,138.0,137.0,0.0611,0.0511,0.3259,0.2443,0.0297,0.383,0.0294,0.2893,0.1667,0.0788,0.681,0.2822,0.2134,0.0892,0.373,0.0656,0.1888,0.425,0.4691,0.1146,0.3693,0.0,0.0487,54.6,0.4,0.4687,0.4373,0.0173,0.036,0.2153,0.2011,0.383,1
APP-01122,CO-01122,Company 01122,Wholesale,North America,LLC,649183.34,60,2198110.2,3.0,1323867.15,2,0.295,0.027,0.619,20,0.411,-183441.02,17090.43,-0.0835,1.3,0.1767,0.0554,-0.0158,0.0981,0.3917,0.9274,0.15,85.9,68.4,57.3,0,0,0,1,1,5,3,0.8945,37.0,43.0,24.0,0.2146,0.0504,0.2409,0.3156,0.0462,0.3586,0.6023,0.2953,0.3333,0.3791,0.381,0.5563,0.417,0.1688,0.2921,0.1142,0.1659,0.8917,0.5577,0.112,0.4786,0.0918,0.0313,74.8,0.4,0.6357,0.7375,0.048,0.3637,0.2853,0.1932,0.3586,1
APP-01123,CO-01123,Company 01123,Logistics,Western Europe,Corporation,563646.98,18,1035284.33,9.7,136707.31,1,0.233,0.109,0.328,4,0.381,-39563.45,5024.52,-0.0382,32.6,0.1359,0.1202,-0.0072,0.2705,0.6275,1.7539,1.3311,47.4,39.7,57.5,1,1,1,1,1,1,1,0.284,94.0,128.0,58.0,0.0821,0.1324,0.053,0.3512,0.1009,0.1788,0.132,0.5444,0.1667,0.1757,0.672,0.5332,0.2806,0.1804,0.6812,0.0746,0.0959,0.0,0.3688,0.0502,0.1843,0.0,0.0294,65.2,1.0,0.0996,0.2228,0.0297,0.0108,0.0598,0.16,0.1788,1
APP-01124,CO-01124,Company 01124,Software,Latin America,LLC,201767.97,60,1730932.15,6.4,129059.05,1,0.085,0.017,0.499,16,0.044,74368.48,3504.8,0.043,60.0,0.2961,0.1984,0.1654,0.2452,0.4152,1.6485,1.4825,50.7,38.9,45.7,1,1,1,1,1,2,0,0.1523,83.0,72.0,60.0,0.2422,0.039,0.1444,0.0242,0.0415,0.1874,0.0746,0.1166,0.1667,0.0736,0.501,0.1594,0.1772,0.0496,0.1135,0.3591,0.0312,0.0,0.122,0.2225,0.2254,0.0393,0.0114,57.5,1.0,0.0777,0.1185,0.0523,0.0,0.0766,0.0699,0.1874,0
APP-01125,CO-01125,Company 01125,Software,Western Europe,Partnership,845106.86,48,1822690.48,11.3,301588.38,3,0.009,0.178,0.423,15,0.196,-100409.77,12126.33,-0.0551,42.3,0.061,-0.0005,-0.0209,0.3701,0.5408,1.477,1.5168,68.0,51.6,13.4,1,1,1,1,0,0,0,0.1181,116.0,95.0,99.0,0.1151,0.1447,0.1378,0.211,0.125,0.2964,0.1655,0.4637,0.5,0.0645,0.577,0.5475,0.2146,0.1791,0.45,0.1274,0.1329,0.0,0.3738,0.0602,0.2064,0.0,0.0534,29.8,0.8,0.1018,0.0531,0.0375,0.0075,0.052,0.1606,0.2964,1
APP-01126,CO-01126,Company 01126,Construction,APAC,LLC,111042.88,36,1672524.75,8.6,1314038.66,0,0.011,0.041,0.503,13,0.239,37742.39,2313.05,0.0226,60.0,0.1181,0.0751,0.0477,0.3468,0.7805,1.0989,0.6583,50.5,52.6,27.9,1,1,1,1,1,1,0,0.0902,85.0,92.0,83.0,0.1313,0.0112,0.352,0.6892,0.0971,0.1207,0.7857,0.0664,0.0,0.2889,0.497,0.3778,0.4505,0.0606,0.0769,0.0884,0.0213,0.0,0.2504,0.0324,0.1179,0.0,0.1002,25.8,1.0,0.0403,0.0656,0.0274,0.1107,0.0452,0.3583,0.1207,0
